product_id,units_sold,revenue,product_cost,impressions,clicks,ad_spend,ad_attributed_units,fulfilment_fees,profit,product_name,category,tier,selling_price,unit_cost,ad_strategy,cpc,roas,acos,profit_margin_pct,click_to_order_proxy,waste_flag,scale_flag,margin_pressure_flag
SKU015,2673,39908.4,20448.45,393220,8342,8568.04,1109,4923.36,5968.55,Mini Projector Basic,Electronics,Budget,15.11,7.65,Average,1.0270966195157039,4.657821392056993,0.21469264615970574,0.14955623377534555,0.1329417405897866,0,0,0
SKU016,2409,36185.85,16790.73,518798,9227,8907.03,815,4299.75,6188.34,Face Serum Basic,Beauty,Budget,15.25,6.97,Wasteful,0.9653224233228569,4.0626168318732505,0.24614676731374283,0.17101546599015915,0.08832773382464507,0,0,0
SKU017,1940,58455.13,23823.2,401176,19661,8882.08,1063,3444.61,22305.239999999998,Massage Ball Basic,Fitness,Mid,30.61,12.28,Average,0.4517613549666853,6.581243357411777,0.1519469719766255,0.38157882806863996,0.05406642591933269,0,0,0
SKU018,1801,44092.36,30941.18,397489,4860,4235.99,199,3166.3,5748.89,Wireless Charger Basic,Electronics,Mid,24.78,17.18,Average,0.8716028806584362,10.408985856907123,0.09607083857611613,0.13038290533779548,0.04094650205761317,0,0,0
SKU019,843,24401.920000000002,12408.96,403009,17236,18338.91,2115,1548.11,-7894.0599999999995,Yoga Mat Pro,Fitness,Mid,29.4,14.72,Average,1.0639887444882803,1.3306090710952834,0.7515355349087284,-0.32350159331724715,0.12270828498491529,1,0,0
SKU020,1332,56391.51,37935.36,165651,5786,3459.33,979,2467.22,12529.6,LED Lamp Max,Home & Kitchen,Mid,43.0,28.48,Underinvested,0.5978793639820256,16.30128088387058,0.0613448726590226,0.22218947497593167,0.16920152091254753,0,1,0
SKU021,814,14601.66,9605.2,388288,7629,9045.99,1222,1491.4,-5540.93,Air Fryer Liner Basic,Home & Kitchen,Budget,18.11,11.8,Average,1.185737318128195,1.6141583176634067,0.6195179178257815,-0.3794726079089638,0.16017826713855027,0,0,0
SKU022,540,46061.090000000004,25974.0,157797,2607,887.5,221,991.83,18207.76,Wireless Charger Basic,Electronics,Premium,86.42,48.1,Underinvested,0.34042961258151133,51.899819718309864,0.019267889665659236,0.395295899424004,0.08477176831607211,0,1,0
SKU023,1271,66785.76,34037.38,331047,14282,3952.41,2874,2317.91,26478.06,Webcam Cover Plus,Electronics,Mid,52.89,26.78,Efficient,0.2767406525696681,16.897477741428645,0.059180430079705616,0.3964626591057735,0.20123232040330485,0,1,0
SKU024,1203,31546.74,15999.9,387431,11198,9073.12,742,2106.98,4366.74,Yoga Mat Basic,Fitness,Mid,26.51,13.3,Average,0.8102446865511699,3.4769450861445677,0.28760879888064506,0.13842127585924882,0.06626183247008394,0,0,0
SKU025,901,8006.54,4946.49,163993,2249,1336.75,304,1579.55,143.75,Air Fryer Liner Lite,Home & Kitchen,Budget,8.99,5.49,Underinvested,0.5943752779012894,5.989556760800449,0.16695726243795697,0.017954072545693894,0.1351711871943086,0,0,0
SKU026,407,12728.59,6955.63,335567,18214,4712.6,1803,727.79,332.57,USB Hub Plus,Electronics,Mid,31.46,17.09,Efficient,0.25873503898100364,2.7009697406951574,0.37023739471536127,0.02612779577313748,0.09898978807510705,0,0,0
SKU027,262,25313.26,11742.84,394989,16317,4875.16,735,478.23,8217.03,Lint Roller Max,Pet Supplies,Premium,98.44,44.82,Average,0.2987779616351045,5.192293176018838,0.19259313103093004,0.32461366098242583,0.04504504504504504,0,0,0
SKU028,532,16288.96,9815.4,332585,19784,16107.44,3517,972.6899999999999,-10606.57,Ankle Weights Pro,Fitness,Mid,30.94,18.45,Efficient,0.8141649818034776,1.0112693264727355,0.9888562560163449,-0.6511508408148833,0.17776991508289527,1,0,0
SKU029,1209,13613.47,9853.35,165087,6835,5591.58,796,2177.01,-4008.47,Yoga Mat Basic,Fitness,Budget,11.36,8.15,Underinvested,0.818080468178493,2.4346374370034947,0.41073877563912803,-0.294448806953701,0.11645940014630578,0,0,0
SKU030,819,10516.85,5151.51,323502,5174,5021.12,214,1498.18,-1153.96,Harness Pro,Pet Supplies,Budget,12.98,6.29,Efficient,0.9704522613065326,2.094522735963291,0.4774357340838749,-0.10972487008942791,0.04136064940085041,0,0,0
SKU031,1061,50873.32,32445.38,399578,5470,6042.78,915,1938.77,10446.39,Travel Bottle Set Plus,Beauty,Mid,48.63,30.58,Average,1.1047129798903108,8.418860193487104,0.11878092485412786,0.20534122797568546,0.16727605118829983,0,0,0
SKU032,745,37123.65,19451.95,323312,14465,10310.48,538,1312.44,6048.78,Yoga Mat Pro,Fitness,Mid,50.26,26.11,Efficient,0.7127881092291738,3.600574367051777,0.27773346640214525,0.16293602595649942,0.03719322502592465,0,0,0
SKU033,1768,64741.89,36686.0,381830,19465,7203.15,3074,3093.5,17759.24,Hair Brush Pro,Beauty,Mid,37.12,20.75,Average,0.3700565116876445,8.987996918015035,0.11125949520472757,0.274308334217614,0.15792447983560237,0,0,0
SKU034,1065,34756.78,18349.95,504863,11424,8441.67,644,1930.34,6034.82,Skipping Rope Pro,Fitness,Mid,33.11,17.23,Wasteful,0.7389417016806723,4.117287219235056,0.24287836790404635,0.1736300083034159,0.056372549019607844,0,0,0
SKU035,296,36636.65,17321.920000000002,321642,16128,17807.31,2709,532.59,974.8299999999999,Skipping Rope Pro,Fitness,Premium,124.83,58.52,Efficient,1.1041238839285714,2.057393845561177,0.48605180877618454,0.02660805504870123,0.16796875,1,0,1
SKU036,1419,24402.99,12203.4,397437,13435,7705.66,1339,2486.73,2007.2,Resistance Band Lite,Fitness,Budget,17.52,8.6,Average,0.5735511723111276,3.1668916095441535,0.3157670433008414,0.08225221581453748,0.0996650539635281,0,0,0
SKU037,1437,29525.12,21339.45,163995,9017,7116.5199999999995,1111,2544.47,-1475.32,USB Hub Max,Electronics,Budget,20.68,14.85,Underinvested,0.789233669734945,4.148814308116889,0.24103272061214315,-0.04996829818134524,0.12321171121215482,0,0,0
SKU038,1547,44415.63,18796.05,322130,18979,21128.37,3712,2931.75,1559.46,Wireless Charger Basic,Electronics,Mid,29.02,12.15,Efficient,1.1132499077928235,2.1021796759522857,0.4756967310831795,0.03511061308823043,0.19558459349807683,1,0,1
SKU039,2552,24344.94,17226.0,385078,6144,5614.75,242,4688.66,-3184.47,Mini Projector Lite,Electronics,Budget,9.64,6.75,Average,0.9138590494791666,4.335890288971013,0.23063314183563402,-0.1308062373536349,0.039388020833333336,0,0,0
SKU040,2272,33959.7,23060.8,162595,8432,9057.91,582,4055.08,-2214.09,Protein Shaker Plus,Fitness,Budget,15.19,10.15,Underinvested,1.0742303130929791,3.7491761344504413,0.2667252655353257,-0.06519757241671748,0.06902277039848197,0,0,0
SKU041,1740,32256.01,18217.8,166623,2898,454.16,308,3051.72,10532.33,Scalp Massager Max,Beauty,Budget,18.88,10.47,Underinvested,0.15671497584541064,71.0234498855029,0.01407985674607616,0.32652302625154195,0.10628019323671498,0,1,0
SKU042,1479,72134.06999999999,35584.74,318255,10530,2333.89,1187,2590.18,31625.26,Foam Roller Max,Fitness,Mid,49.15,24.06,Efficient,0.22164197530864196,30.907227847070768,0.03235489138488928,0.43842334142521006,0.1127255460588794,0,1,0
SKU043,2851,60603.13,45216.86,376705,20139,15097.77,811,5089.8,-4801.3,Training Pads Plus,Pet Supplies,Budget,21.58,15.86,Average,0.7496782362580069,4.014045120570786,0.24912525145153397,-0.07922528093845979,0.04027012264759919,1,0,1
SKU044,2304,27611.41,11220.48,407206,17504,20799.6,2829,4049.66,-8458.33,Gym Gloves Basic,Fitness,Budget,12.12,4.87,Average,1.1882769652650822,1.3274971634069888,0.7532972781904292,-0.3063345913881254,0.16162020109689215,1,0,0
SKU045,1664,17082.22,9035.52,314428,8255,3225.84,831,2987.08,1833.78,Travel Bottle Set Max,Beauty,Budget,10.38,5.43,Efficient,0.3907740763173834,5.295433127495474,0.1888419655056544,0.10735021560429499,0.10066626287098727,0,0,0
SKU046,1098,17852.03,11825.460000000001,326904,19088,13422.16,1953,1947.04,-9342.63,Storage Basket Basic,Home & Kitchen,Budget,16.44,10.77,Efficient,0.7031726739312657,1.3300415134374795,0.7518562314761963,-0.523337121884738,0.10231559094719195,1,0,0
SKU047,1568,42587.479999999996,26075.84,387814,20583,19848.16,1693,2849.36,-6185.88,Massage Ball Plus,Fitness,Mid,27.44,16.63,Average,0.9642986930962445,2.1456638801783137,0.46605622121806695,-0.14525113953678406,0.08225234416751688,1,0,1
SKU048,838,31224.7,18989.08,320753,17741,19691.77,3047,1507.58,-8963.73,Phone Stand Basic,Electronics,Mid,37.47,22.66,Efficient,1.1099582887097683,1.5856725931696338,0.6306472119828213,-0.28707177330766986,0.17174905585930894,1,0,0
SKU049,746,34690.65,21648.92,325013,8331,2871.05,682,1382.66,8788.02,Harness Lite,Pet Supplies,Mid,46.98,29.02,Efficient,0.3446224942984036,12.08291391651138,0.08276149337069211,0.2533253196466483,0.08186292161805306,0,1,0
SKU050,955,35571.96,16531.05,478682,21378,23037.79,698,1645.96,-5642.84,Foam Roller Plus,Fitness,Mid,37.71,17.31,Wasteful,1.0776400972962858,1.5440699824071666,0.6476390392882484,-0.1586316863057307,0.0326503882496024,1,0,0
SKU051,1839,93697.2,50866.74,413574,16103,4115.97,1711,3183.31,35531.18,Pet Blanket Plus,Pet Supplies,Mid,51.8,27.66,Average,0.2556026827299261,22.764305862287625,0.04392842048641796,0.37921282599693484,0.1062534931379246,0,1,0
SKU052,1742,60687.41,32540.56,163955,3105,2029.11,552,3244.33,22873.41,Food Container Basic,Home & Kitchen,Mid,35.09,18.68,Underinvested,0.6534975845410628,29.908388406739903,0.03343543578478633,0.37690535812947035,0.17777777777777778,0,1,0
SKU053,1616,17533.82,9663.68,412314,12856,7551.09,1375,2840.57,-2521.52,Dog Toy Lite,Pet Supplies,Budget,10.93,5.98,Average,0.5873592097075295,2.3220250321476765,0.4306585786782344,-0.14380893610177362,0.1069539514623522,0,0,0
SKU054,2420,49074.03,29064.2,334070,7637,2349.49,330,4293.25,13367.09,Travel Bottle Set Max,Beauty,Budget,20.56,12.01,Efficient,0.3076456723844441,20.88709890231497,0.04787644299846579,0.27238622953933067,0.043210684823883724,0,1,0
SKU055,1820,71353.37,45117.8,322597,9332,2158.57,813,3235.61,20841.39,Training Pads Lite,Pet Supplies,Mid,39.64,24.79,Efficient,0.23130840120017146,33.055851790768884,0.030251829731377793,0.292086975009029,0.08711958851264466,0,1,0
SKU056,2283,45636.1,33149.16,164724,6058,2377.63,1072,4107.52,6001.79,Mini Projector Lite,Electronics,Budget,20.16,14.52,Underinvested,0.3924777154176296,19.19394523117558,0.05209976312612165,0.1315140864359575,0.17695609111918126,0,0,0
SKU057,3090,35182.92,17829.3,414500,14111,8993.43,614,5720.26,2639.93,Skipping Rope Plus,Fitness,Budget,11.53,5.77,Average,0.6373347034228616,3.912069143808313,0.25561920386369297,0.07503442011066734,0.043512153639005034,0,0,0
SKU058,933,14668.69,6764.25,414097,8904,5944.92,699,1669.15,290.37,Dish Rack Lite,Home & Kitchen,Budget,15.9,7.25,Average,0.6676684636118598,2.4674326988420368,0.40527954439012615,0.01979522370436624,0.07850404312668463,0,0,0
SKU059,2581,39711.32,21809.45,418477,7250,3939.54,487,4734.8,9227.53,Coffee Grinder Plus,Home & Kitchen,Budget,15.52,8.45,Average,0.5433848275862069,10.080192103646619,0.09920445857755421,0.232365229863928,0.06717241379310344,0,1,0
SKU060,185,20674.44,13887.949999999999,328588,8368,2716.38,490,340.4,3729.71,Protein Shaker Pro,Fitness,Premium,112.55,75.07,Efficient,0.32461520076481837,7.611026439599761,0.13138832297271416,0.18040198428591053,0.05855640535372849,0,0,0
SKU061,596,21024.59,8606.24,389217,20431,21192.7,3225,1096.02,-9870.37,Dish Rack Pro,Home & Kitchen,Mid,35.54,14.44,Average,1.0372815819098429,0.9920675515625663,1.0079958753060108,-0.469467894498775,0.15784836767656993,1,0,0
SKU062,1670,65610.92,38627.1,326976,19662,6500.17,2971,2975.87,17507.78,Desk Fan Basic,Electronics,Mid,39.66,23.13,Efficient,0.33059556504933374,10.093723702610854,0.09907146554262614,0.26684247073505446,0.15110365171396603,0,1,0
SKU063,616,19237.86,10613.68,393168,13384,6889.42,477,1020.2,714.5600000000001,Cotton Pads Basic,Beauty,Mid,31.52,17.23,Average,0.5147504482964734,2.7923772973632035,0.35811779480669886,0.037143424476527014,0.03563956963538553,0,0,0
SKU064,2435,46574.8,31119.3,509140,16454,10524.99,1264,4326.15,604.36,Foam Roller Plus,Fitness,Budget,19.34,12.78,Wasteful,0.639661480491066,4.425163349323848,0.22598035847711637,0.012976115839466836,0.0768202260848426,0,0,1
SKU065,803,53031.090000000004,26515.06,336788,5527,3833.56,905,1387.82,21294.65,Coffee Grinder Max,Home & Kitchen,Premium,66.81,33.02,Efficient,0.6936059345033472,13.833379417564876,0.07228891580391804,0.4015502981364328,0.16374163198842048,0,1,0
SKU066,2653,26943.58,18915.89,501516,14653,17172.51,951,4616.72,-13761.539999999999,USB Hub Lite,Electronics,Budget,10.29,7.13,Wasteful,1.17194499419914,1.5689948644665226,0.637350715829151,-0.5107539532608509,0.06490138538183307,1,0,0
SKU067,1687,64424.53,43541.47,394764,13743,11453.25,2136,3085.65,6344.16,Laptop Sleeve Basic,Electronics,Mid,38.59,25.81,Average,0.8333879065706178,5.624999890860672,0.17777778122711954,0.09847429232312599,0.1554245797860729,0,0,0
SKU068,2196,21582.420000000002,10321.2,397707,19618,6229.5,2796,3893.0,1138.72,Mini Projector Pro,Electronics,Budget,9.95,4.7,Average,0.3175400142726068,3.4645509270406936,0.2886376967921113,0.052761460484968783,0.1425221735141197,0,0,0
SKU069,2727,43109.01,21052.44,413689,19305,20525.1,840,4752.51,-3221.04,Cat Brush Basic,Pet Supplies,Budget,15.98,7.72,Average,1.0632012432012432,2.10030694125729,0.4761208851699447,-0.0747184869241952,0.04351204351204351,1,0,1
SKU070,439,15421.26,7476.17,393504,13727,11007.61,1813,801.58,-3864.1,Treat Pouch Lite,Pet Supplies,Mid,35.5,17.03,Average,0.8018948058570701,1.4009635152408197,0.713794462968655,-0.25056966810753467,0.1320754716981132,1,0,0
SKU071,532,36609.4,20162.8,416380,5326,6171.14,803,994.72,9280.74,Massage Ball Plus,Fitness,Premium,69.57,37.9,Average,1.1586819376642885,5.932356096280428,0.16856708932678494,0.25350702278649745,0.15076980848666918,0,0,0
SKU072,1332,35357.04,19740.24,399417,16788,19316.6,2725,2391.92,-6091.72,LED Mirror Lite,Beauty,Mid,27.03,14.82,Average,1.1506194901119846,1.8303966536554053,0.5463296701307575,-0.17229157191891628,0.1623183226113891,1,0,0
SKU073,1689,43640.4,18866.13,401589,14787,3179.18,1269,3081.6,18513.49,Pet Blanket Plus,Pet Supplies,Mid,26.11,11.17,Average,0.2149983093257591,13.726935876546783,0.07284946975738077,0.42422823805464666,0.08581862446743761,0,1,0
SKU074,1734,44086.33,27033.06,162662,5470,5904.76,554,3232.54,7915.97,Face Serum Lite,Beauty,Mid,25.77,15.59,Underinvested,1.0794808043875685,7.466235714914747,0.13393630179695157,0.1795561118378418,0.10127970749542961,0,0,0
SKU075,1656,17121.010000000002,9985.68,159606,4591,3647.35,586,3062.68,425.3,Wireless Charger Pro,Electronics,Budget,10.47,6.03,Underinvested,0.7944565454149423,4.6940957133261145,0.21303357687426147,0.024840824227075387,0.12764103681115224,0,0,0
SKU076,150,10267.08,6271.5,161304,5621,1206.36,679,267.99,2521.23,Pet Bowl Basic,Pet Supplies,Premium,69.12,41.81,Underinvested,0.21461661626045186,8.510792798169701,0.11749786696899214,0.2455644642878014,0.12079701120797011,0,0,0
SKU077,1687,24395.62,13057.38,508462,16223,16122.13,924,2968.57,-7752.46,Webcam Cover Pro,Electronics,Budget,14.56,7.74,Wasteful,0.9937822844110213,1.5131759885325327,0.6608616628722697,-0.3177808147528122,0.05695617333415521,1,0,0
SKU078,918,43114.73,30973.32,333497,16552,16747.79,1308,1631.5,-6237.88,Face Serum Plus,Beauty,Mid,47.26,33.74,Efficient,1.0118287820202998,2.574353392298327,0.38844705742097885,-0.1446809477874499,0.0790236829386177,1,0,1
SKU079,1218,61195.74,37429.14,384080,7778,6134.41,793,2130.79,15501.4,Dish Rack Max,Home & Kitchen,Mid,50.61,30.73,Average,0.7886873232193365,9.97581511506404,0.1002424351760433,0.25330848193027816,0.1019542298791463,0,1,0
SKU080,737,21855.07,15742.32,521966,21567,13428.73,2559,1363.73,-8679.710000000001,Cat Brush Pro,Pet Supplies,Mid,29.86,21.36,Wasteful,0.6226517364492048,1.6274859945802769,0.614444611707947,-0.3971485792541502,0.11865349840033385,1,0,0
SKU081,884,8029.7300000000005,5507.32,339661,14292,14399.86,1529,1629.08,-13506.53,Training Pads Plus,Pet Supplies,Budget,9.2,6.23,Efficient,1.007546879373076,0.5576255602485024,1.7933180816789605,-1.6820652749220708,0.10698292751189477,1,0,0
SKU082,1660,55744.25,41632.8,387444,17055,18254.75,1408,3054.1,-7197.4,Makeup Organiser Plus,Beauty,Mid,33.98,25.08,Average,1.0703459396071533,3.053684657417932,0.32747323715001997,-0.129114662050346,0.08255643506303137,1,0,1
SKU083,2873,57382.54,33556.64,509788,12959,6158.03,362,5173.26,12494.61,Ankle Weights Max,Fitness,Budget,20.16,11.68,Wasteful,0.47519330195231113,9.318327452123489,0.10731539593750991,0.21774236553488222,0.027934254186279806,0,0,0
SKU084,1946,37907.54,15529.08,329062,8735,8948.6,345,3555.99,9873.87,Pet Bowl Basic,Pet Supplies,Budget,19.69,7.98,Efficient,1.024453348597596,4.236141966341104,0.23606385431499907,0.26047245482033393,0.03949627933600458,0,0,0
SKU085,696,29904.57,13913.039999999999,331396,6751,6733.36,1259,1246.68,8011.49,Face Serum Plus,Beauty,Mid,43.5,19.99,Efficient,0.9973870537698118,4.441255183147789,0.2251615722948031,0.2679018624912513,0.1864908902384832,0,0,0
SKU086,1070,43277.72,19998.3,518166,13510,17324.01,891,1930.75,4024.66,LED Mirror Basic,Beauty,Mid,40.92,18.69,Wasteful,1.2823101406365653,2.4981352469780385,0.4002985831970815,0.09299611901920896,0.06595114729829755,1,0,0
SKU087,1556,20688.87,13583.88,494397,10315,7359.35,887,2827.06,-3081.42,Lint Roller Pro,Pet Supplies,Budget,13.45,8.73,Wasteful,0.7134609791565681,2.811236046661729,0.3557154160667064,-0.14894095230914015,0.08599127484246244,0,0,0
SKU088,2616,40137.21,28226.64,520556,23367,20557.07,985,4743.12,-13389.62,Treat Pouch Basic,Pet Supplies,Budget,15.56,10.79,Wasteful,0.8797479351221809,1.9524771769517737,0.5121698792716285,-0.33359618169773136,0.04215346428724269,1,0,1
SKU089,1771,31155.59,17107.86,315745,5461,5920.9,206,3159.49,4967.34,Storage Basket Basic,Home & Kitchen,Budget,17.87,9.66,Efficient,1.0842153451748764,5.261968619635529,0.19004294253454998,0.1594365569709962,0.03772202893242996,0,0,0
SKU090,3082,63458.340000000004,45089.66,396693,7855,8571.33,852,5547.25,4250.1,Makeup Organiser Lite,Beauty,Budget,20.84,14.63,Average,1.0911941438574158,7.403558140918621,0.13507018935572535,0.06697464824954451,0.10846594525779758,0,0,1
SKU091,1127,55561.86,37348.78,322941,19912,3503.15,3862,2018.26,12691.67,Pet Bowl Lite,Pet Supplies,Mid,50.02,33.14,Efficient,0.17593159903575734,15.860542654468121,0.06304954513761779,0.2284241384287711,0.19395339493772598,0,1,0
SKU092,1489,77021.6,57386.06,396600,19891,23265.9,3259,2569.79,-6200.15,Dish Rack Plus,Home & Kitchen,Mid,52.21,38.54,Average,1.1696696998642604,3.3104930391689127,0.3020698089886473,-0.0804988470766642,0.16384294404504549,1,0,1
SKU093,2173,41941.22,31399.85,326381,6272,5116.83,287,3840.87,1583.67,Cotton Pads Pro,Beauty,Budget,19.6,14.45,Efficient,0.8158211096938776,8.196719453255238,0.1220000276577553,0.03775927357382546,0.04575892857142857,0,0,1
SKU094,1222,53098.75,26334.1,395366,19228,12569.74,1682,2141.22,12053.69,Cotton Pads Basic,Beauty,Mid,43.83,21.55,Average,0.6537206157686707,4.224331609086584,0.23672384001506627,0.22700515548859437,0.08747659662991471,0,0,0
SKU095,2025,106171.89,50483.25,386153,16654,11101.95,1451,3436.67,41150.02,Mini Projector Lite,Electronics,Mid,52.99,24.93,Average,0.666623633961811,9.563355086268627,0.10456581304147454,0.38757923589756194,0.08712621592410232,0,0,0
SKU096,1532,54226.84,33029.92,318929,5961,2500.01,562,2752.57,15944.34,Cotton Pads Basic,Beauty,Mid,35.79,21.56,Efficient,0.41939439691326963,21.690649237403047,0.046102815506122066,0.29403041003311275,0.09427948330816976,0,1,0
SKU097,398,23522.920000000002,16791.62,332607,19686,7625.29,3352,721.41,-1615.4,Pet Bowl Basic,Pet Supplies,Premium,59.28,42.19,Efficient,0.38734582952351926,3.0848557890913004,0.32416426191986364,-0.06867344700402842,0.17027329066341562,0,0,0
SKU098,391,48581.590000000004,35721.76,519402,9563,2940.92,1146,702.33,9216.58,Desk Fan Lite,Electronics,Premium,125.62,91.36,Wasteful,0.30753110948447143,16.519181072589532,0.060535688519046,0.18971342848185907,0.11983687127470459,0,1,0
SKU099,876,16381.4,10398.119999999999,164717,8640,9953.21,1471,1527.72,-5497.65,Knife Set Basic,Home & Kitchen,Budget,18.91,11.87,Underinvested,1.151991898148148,1.645840889522074,0.6075921471913267,-0.33560318409903916,0.17025462962962962,0,0,0
SKU100,1267,68736.59,30306.64,400363,17647,19724.26,576,2376.1,16329.59,Protein Shaker Plus,Fitness,Mid,54.88,23.92,Average,1.1177117923726412,3.4848754782181945,0.2869542990130875,0.23756764774045383,0.032640108800362666,1,0,0
